Car_Age,Color,Drivetrain,Engine,Sum of Fuel Tank Capacity,Fuel Type,Fuel_ID,Sum of Height,KMGroup,Sum of Kilometer,KMGroup_ID,Sum of Length,Location,Make,Max Power,Model,Max Torque,Owner,Sum of Price,PriceBand,PriceBand_ID,Sum of PricePerKM,Sum of Seating Capacity,Seller Type,Transmission,Transmission_ID,Sum of Width,Year
7,White,AWD,1995 cc,67,Diesel,D1I1E1,1678,50–100k,70000,G3,4657,Mumbai,BMW,190 bhp @ 4000 rpm,X3 xDrive-20d xLine,400 Nm @ 1750 rpm,First,4400000,25–50L,PR6,62.86,5,Individual,Automatic,AUT,1881,2018
7,White,AWD,1999 cc,65,Diesel,D1I1E1,1690,20–50k,38000,G2,4600,Thane,Land Rover,177 bhp @ 4000 rpm,Discovery Sport SE,430 Nm @ 1750 rpm,First,4950000,25–50L,PR6,130.26,7,Individual,Automatic,AUT,2173,2018
7,White,AWD,2143 cc,93,Diesel,D1I1E1,1796,50–100k,50500,G3,4819,Dehradun,Mercedes-Benz,201 bhp @ 3800 rpm,GLE 250 d,500 Nm @ 1600 rpm,Third,5400000,50L+,PR7,106.93,5,Individual,Automatic,AUT,2141,2018
7,White,AWD,2179 cc,65,Diesel,D1I1E1,1724,20–50k,36000,G2,4600,Raipur,Land Rover,148 bhp @ 4000 rpm,Discovery Sport HSE 7-Seater,400 Nm @ 1750 rpm,Second,4200000,25–50L,PR6,116.67,7,Individual,Automatic,AUT,2069,2018
7,White,AWD,2179 cc,65,Diesel,D1I1E1,1724,50–100k,57300,G3,4600,Indore,Land Rover,148 bhp @ 4000 rpm,Discovery Sport HSE 7-Seater,400 Nm @ 1750 rpm,First,4459000,25–50L,PR6,77.82,7,Individual,Automatic,AUT,2069,2018
7,White,AWD,2179 cc,60,Diesel,D1I1E1,1995,50–100k,68000,G3,4456,Ludhiana,Mahindra,140 bhp @ 3750 rpm,Scorpio S11 4WD 7 STR,320 Nm @ 1500 rpm,Second,1490000,10–15L,PR4,21.91,7,Individual,Manual,MAN,1820,2018
7,White,AWD,2498 cc,60,Diesel,D1I1E1,1930,20–50k,24000,G2,3920,Mumbai,Mahindra,105 bhp @ 3800 rpm,Thar CRDe 4x4 AC,247 Nm @ 1800 rpm,First,875000,5–10L,PR3,36.46,6,Individual,Manual,MAN,1726,2018
7,White,AWD,2987 cc,93,Diesel,D1I1E1,1796,20–50k,28000,G2,4819,Delhi,Mercedes-Benz,255 bhp @ 3400 rpm,GLE 350 d,620 Nm @ 1600 rpm,First,5900000,50L+,PR7,210.71,5,Individual,Automatic,AUT,2141,2018
7,White,AWD,2987 cc,100,Diesel,D1I1E1,1850,50–100k,87200,G3,5130,Bangalore,Mercedes-Benz,255 bhp @ 3400 rpm,GLS 350 d,620 Nm @ 1600 rpm,First,7200000,50L+,PR7,82.57,7,Individual,Automatic,AUT,1934,2018
7,White,AWD,3198 cc,80,Diesel,D1I1E1,1837,20–50k,35000,G2,4892,Ludhiana,Ford,197 bhp @ 3000 rpm,Endeavour Titanium 3.2 4x4 AT,470 Nm @ 1750 rpm,First,3450000,25–50L,PR6,98.57,7,Individual,Automatic,AUT,1860,2018
7,White,FWD,1047 cc,35,Diesel,D1I1E1,1537,20–50k,43000,G2,3992,Patna,Tata,69 bhp @ 4000 rpm,Tigor Revotorq XT,140 Nm @ 1800 rpm,First,490000,2–5L,PR2,11.40,5,Individual,Manual,MAN,1677,2018
7,White,FWD,1086 cc,35,Petrol,P1E1T1,1560,0–20k,13772,G1,3610,Bangalore,Hyundai,68 bhp @ 5500 rpm,Santro Sportz AMT [2018-2020],99 Nm @ 4500 rpm,First,589000,5–10L,PR3,42.77,5,Individual,Automatic,AUT,1645,2018
7,White,FWD,1186 cc,43,Diesel,D1I1E1,1520,50–100k,65555,G3,3995,Varanasi,Hyundai,74 bhp @ 4000 rpm,Xcent E Plus CRDi,190 Nm @ 1750 rpm,Second,445000,2–5L,PR2,6.79,5,Individual,Manual,MAN,1660,2018
7,White,FWD,1197 cc,42,Petrol,P1E1T1,1530,20–50k,50000,G2,3850,Meerut,Maruti Suzuki,83 bhp @ 6000 rpm,Swift VXi [2014-2017],115 Nm @ 4000 rpm,First,550000,5–10L,PR3,11.00,5,Individual,Manual,MAN,1695,2018
7,White,FWD,1197 cc,43,Petrol,P1E1T1,1520,20–50k,45000,G2,3765,Mumbai,Hyundai,81 bhp @ 6000 rpm,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],114 Nm @ 4000 rpm,First,495000,2–5L,PR2,11.00,5,Individual,Manual,MAN,1660,2018
7,White,FWD,1197 cc,43,Petrol,P1E1T1,1520,50–100k,66000,G3,3995,Ahmedabad,Hyundai,81 bhp @ 6000 rpm,Xcent S 1.2,114 Nm @ 4000 rpm,First,490000,2–5L,PR2,7.42,5,Individual,Manual,MAN,1660,2018
7,White,FWD,1197 cc,43,Petrol,P1E1T1,1520,50–100k,53000,G3,3765,Hyderabad,Hyundai,81 bhp @ 6000 rpm,Grand i10 Magna AT 1.2 Kappa VTVT,114 Nm @ 4000 rpm,Second,549000,5–10L,PR3,10.36,5,Individual,Automatic,AUT,1660,2018
7,White,FWD,1197 cc,42,Petrol,P1E1T1,1530,50–100k,54000,G3,3850,Mohali,Maruti Suzuki,83 bhp @ 6000 rpm,Swift VXi [2014-2017],115 Nm @ 4000 rpm,First,600000,5–10L,PR3,11.11,5,Individual,Manual,MAN,1695,2018
7,White,FWD,1197 cc,43,Petrol,P1E1T1,1520,50–100k,55221,G3,3765,Mumbai,Hyundai,81 bhp @ 6000 rpm,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],114 Nm @ 4000 rpm,First,484999,2–5L,PR2,8.78,5,Individual,Manual,MAN,1660,2018
7,White,FWD,1199 cc,40,Petrol,P1E1T1,1601,20–50k,27963,G2,3999,Delhi,Honda,89 bhp @ 6000 rpm,WR-V VX MT Petrol,110 Nm @ 4800 rpm,First,819999,5–10L,PR3,29.32,5,Individual,Manual,MAN,1734,2018
7,White,FWD,1199 cc,40,Petrol,P1E1T1,1601,20–50k,45326,G2,3999,Mumbai,Honda,89 bhp @ 6000 rpm,WR-V VX MT Petrol,110 Nm @ 4800 rpm,First,795000,5–10L,PR3,17.54,5,Individual,Manual,MAN,1734,2018
7,White,FWD,1199 cc,35,Petrol,P1E1T1,1535,20–50k,27069,G2,3746,Mumbai,Tata,84 bhp @ 6000 rpm,Tiago Revotron XE [2016-2019],114 Nm @ 3500 rpm,First,409000,2–5L,PR2,15.11,5,Individual,Manual,MAN,1647,2018
7,White,FWD,1248 cc,42,Diesel,D1I1E1,1555,20–50k,46000,G2,3995,Bhubaneswar,Maruti Suzuki,74 bhp @ 4000 rpm,Swift DZire LDI,190 Nm @ 2000 rpm,First,520000,5–10L,PR3,11.30,5,Individual,Manual,MAN,1695,2018
7,White,FWD,1248 cc,48,Diesel,D1I1E1,1640,20–50k,42000,G2,3995,Lucknow,Maruti Suzuki,89 bhp @ 4000 rpm,Vitara Brezza VDi,200 Nm @ 1750 rpm,First,725000,5–10L,PR3,17.26,5,Individual,Manual,MAN,1790,2018
7,White,FWD,1248 cc,45,Diesel,D1I1E1,1690,20–50k,44153,G2,4395,Patna,Maruti Suzuki,89 bhp @ 4000 rpm,Ertiga VDi 1.3 Diesel,200 Nm @ 1750 rpm,First,811000,5–10L,PR3,18.37,7,Individual,Manual,MAN,1735,2018
7,White,FWD,1248 cc,48,Diesel,D1I1E1,1640,20–50k,36000,G2,3995,Patna,Maruti Suzuki,89 bhp @ 4000 rpm,Vitara Brezza VDi,200 Nm @ 1750 rpm,First,745000,5–10L,PR3,20.69,5,Individual,Manual,MAN,1790,2018
7,White,FWD,1248 cc,48,Diesel,D1I1E1,1640,20–50k,48174,G2,3995,Thane,Maruti Suzuki,89 bhp @ 4000 rpm,Vitara Brezza VDi,200 Nm @ 1750 rpm,First,825000,5–10L,PR3,17.13,5,Individual,Manual,MAN,1790,2018
7,White,FWD,1248 cc,48,Diesel,D1I1E1,1640,50–100k,82000,G3,3995,Ahmedabad,Maruti Suzuki,89 bhp @ 4000 rpm,Vitara Brezza ZDi Plus,200 Nm @ 1750 rpm,First,875000,5–10L,PR3,10.67,5,Individual,Manual,MAN,1790,2018
7,White,FWD,1248 cc,37,Diesel,D1I1E1,1515,50–100k,84500,G3,3995,Ambala Cantt,Maruti Suzuki,74 bhp @ 4000 rpm,DZire LDi,190 Nm @ 2000 rpm,Third,560000,5–10L,PR3,6.63,5,Individual,Manual,MAN,1735,2018
7,White,FWD,1248 cc,48,Diesel,D1I1E1,1640,50–100k,64000,G3,3995,Lucknow,Maruti Suzuki,89 bhp @ 4000 rpm,Vitara Brezza VDi (O) [2016-2018],200 Nm @ 1750 rpm,First,675000,5–10L,PR3,10.55,5,Individual,Manual,MAN,1790,2018
7,White,FWD,1248 cc,37,Diesel,D1I1E1,1515,50–100k,92000,G3,3995,Ludhiana,Maruti Suzuki,74 bhp @ 4000 rpm,DZire ZDi Plus AMT,190 Nm @ 2000 rpm,First,685000,5–10L,PR3,7.45,5,Individual,Automatic,AUT,1735,2018
7,White,FWD,1248 cc,48,Diesel,D1I1E1,1640,50–100k,71000,G3,3995,Udupi,Maruti Suzuki,89 bhp @ 4000 rpm,Vitara Brezza ZDi Plus,200 Nm @ 1750 rpm,Second,950000,5–10L,PR3,13.38,5,Individual,Manual,MAN,1790,2018
7,White,FWD,1373 cc,43,Petrol,P1E1T1,1485,20–50k,46000,G2,4490,Noida,Maruti Suzuki,91 bhp @ 6000 rpm,Ciaz Delta 1.4 MT,130 Nm @ 4000 rpm,First,721000,5–10L,PR3,15.67,5,Individual,Manual,MAN,1730,2018
7,White,FWD,1395 cc,50,Petrol,P1E1T1,1416,0–20k,15600,G1,4456,Lucknow,Audi,148 bhp @ 5000 rpm,A3 35 TFSI Premium Plus,250 Nm @ 1500 rpm,First,2089999,15–25L,PR5,133.97,5,Corporate,Automatic,AUT,1796,2018
7,White,FWD,1395 cc,54,Petrol,P1E1T1,1427,0–20k,18000,G1,4726,Mumbai,Audi,148 bhp @ 5000 rpm,A4 30 TFSI Technology Pack,250 Nm @ 1500 rpm,First,3500000,25–50L,PR6,194.44,5,Individual,Automatic,AUT,1842,2018
7,White,FWD,1396 cc,60,Diesel,D1I1E1,1630,50–100k,63000,G3,4270,Delhi,Hyundai,89 bhp @ 4000 rpm,Creta E Plus 1.4 CRDI,224 Nm @ 1500 rpm,First,950000,5–10L,PR3,15.08,5,Individual,Manual,MAN,1780,2018
7,White,FWD,1497 cc,44,Diesel,D1I1E1,1607,50–100k,65000,G3,3994,Amritsar,Tata,108 bhp @ 3750 rpm,Nexon XM Diesel,260 Nm @ 1500 rpm,Second,725000,5–10L,PR3,11.15,5,Individual,Manual,MAN,1811,2018
7,White,FWD,1498 cc,40,Diesel,D1I1E1,1495,50–100k,75000,G3,4440,Faridabad,Honda,99 bhp @ 3600 rpm,City SV Diesel,200 Nm @ 1750 rpm,First,750000,5–10L,PR3,10.00,5,Individual,Manual,MAN,1695,2018
7,White,FWD,1498 cc,52,Diesel,D1I1E1,1647,50–100k,74797,G3,3998,Udupi,Ford,99 bhp @ 3750 rpm,Ecosport Titanium 1.5L TDCi,205 Nm @ 1750 rpm,First,925000,5–10L,PR3,12.37,5,Individual,Manual,MAN,1765,2018
7,White,FWD,1582 cc,43,Diesel,D1I1E1,1475,150k+,925000,G5,4375,Karnal,Hyundai,126 bhp @ 4000 rpm,Verna 1.6 CRDI SX,260 Nm @ 1900 rpm,First,925000,5–10L,PR3,1.00,5,Individual,Manual,MAN,1700,2018
7,White,FWD,1582 cc,60,Diesel,D1I1E1,1630,50–100k,76000,G3,4270,Chandigarh,Hyundai,126 bhp @ 4000 rpm,Creta SX Plus 1.6 AT CRDI,265 Nm @ 1900 rpm,First,1190000,10–15L,PR4,15.66,5,Individual,Automatic,AUT,1780,2018
7,White,FWD,1582 cc,43,Diesel,D1I1E1,1475,50–100k,87001,G3,4375,Delhi,Hyundai,126 bhp @ 4000 rpm,Verna 1.6 CRDI SX (O),260 Nm @ 1900 rpm,First,965000,5–10L,PR3,11.09,5,Individual,Manual,MAN,1700,2018
7,White,FWD,1582 cc,43,Diesel,D1I1E1,1475,50–100k,71000,G3,4375,Gurgaon,Hyundai,126 bhp @ 4000 rpm,Verna 1.6 CRDI SX (O),260 Nm @ 1900 rpm,Second,844999,5–10L,PR3,11.90,5,Individual,Manual,MAN,1700,2018
7,White,FWD,1582 cc,43,Diesel,D1I1E1,1475,50–100k,97000,G3,4375,Jaipur,Hyundai,126 bhp @ 4000 rpm,Verna 1.6 CRDI SX (O),260 Nm @ 1900 rpm,First,1175000,10–15L,PR4,12.11,5,Individual,Manual,MAN,1700,2018
7,White,FWD,1582 cc,55,Diesel,D1I1E1,1665,50–100k,72870,G3,4270,Mumbai,Hyundai,126 bhp @ 4000 rpm,Creta SX 1.6 AT CRDi,260 Nm @ 1500 rpm,First,1425000,10–15L,PR4,19.56,5,Corporate,Automatic,AUT,1780,2018
7,White,FWD,1582 cc,55,Diesel,D1I1E1,1665,50–100k,60000,G3,4270,Patna,Hyundai,126 bhp @ 4000 rpm,Creta SX 1.6 CRDi (O),260 Nm @ 1500 rpm,First,1125000,10–15L,PR4,18.75,5,Individual,Manual,MAN,1780,2018
7,White,FWD,1591 cc,55,Petrol,P1E1T1,1665,20–50k,34841,G2,4270,Hyderabad,Hyundai,122 bhp @ 6400 rpm,Creta E Plus 1.6 Petrol,151 Nm @ 4850 rpm,First,1050000,10–15L,PR4,30.14,5,Individual,Manual,MAN,1780,2018
7,White,FWD,1591 cc,60,Petrol,P1E1T1,1630,20–50k,42000,G2,4270,Kolkata,Hyundai,122 bhp @ 6400 rpm,Creta 1.6 SX Plus AT Petrol,154 Nm @ 4850 rpm,First,1000000,5–10L,PR3,23.81,5,Individual,Automatic,AUT,1780,2018
7,White,FWD,1591 cc,120,Petrol,P1E1T1,3260,20–50k,83500,G2,8540,Mumbai,Hyundai,122 bhp @ 6400 rpm,Creta 1.6 SX Plus AT Petrol,154 Nm @ 4850 rpm,First,2559000,10–15L,PR4,63.59,10,Individual,Automatic,AUT,3560,2018
7,White,FWD,1598 cc,55,Petrol,P1E1T1,1466,20–50k,47000,G2,4386,Coimbatore,Skoda,104 bhp @ 5250 rpm,Rapid 1.6 MPI Active,153 Nm @ 3800 rpm,First,880000,5–10L,PR3,18.72,5,Individual,Manual,MAN,1699,2018
7,White,FWD,1968 cc,75,Diesel,D1I1E1,1455,20–50k,36000,G2,4933,Pune,Audi,190 bhp @ 3800 rpm,A6 35 TDI Matrix,400 Nm @ 1750 rpm,First,4351000,25–50L,PR6,120.86,5,Individual,Automatic,AUT,1874,2018
7,White,FWD,1969 cc,55,Diesel,D1I1E1,1443,0–20k,20000,G1,4963,Delhi,Volvo,190 bhp @ 4250 rpm,S90 Momentum D4 [2018-2020],400 Nm @ 1750 rpm,First,4175000,25–50L,PR6,208.75,5,Individual,Automatic,AUT,1879,2018
7,White,FWD,1995 cc,51,Diesel,D1I1E1,1612,20–50k,25000,G2,4439,Chennai,BMW,188 bhp @ 4000 rpm,X1 sDrive20d Expedition,400 Nm @ 1750 rpm,First,2790000,25–50L,PR6,111.60,5,Individual,Automatic,AUT,1821,2018
7,White,FWD,2179 cc,70,Diesel,D1I1E1,1785,20–50k,47000,G2,4585,Ranchi,Mahindra,153 bhp @ 3750 rpm,XUV500 W11,360 Nm @ 1750 rpm,First,1275000,10–15L,PR4,27.13,7,Individual,Manual,MAN,1890,2018
7,White,FWD,814 cc,32,Petrol,P1E1T1,1500,50–100k,51000,G3,3495,Kanpur,Hyundai,55 bhp @ 5500 rpm,Eon Era +,75 Nm @ 4000 rpm,First,300000,2–5L,PR2,5.88,5,Individual,Manual,MAN,1550,2018
7,White,FWD,814 cc,32,Petrol,P1E1T1,1500,50–100k,70000,G3,3495,Kheda,Hyundai,55 bhp @ 5500 rpm,Eon Era +,75 Nm @ 4000 rpm,First,290000,2–5L,PR2,4.14,5,Individual,Manual,MAN,1550,2018
7,White,FWD,998 cc,35,Petrol,P1E1T1,1670,20–50k,43000,G2,3636,Allahabad,Maruti Suzuki,67.7 bhp @ 6200 rpm,Wagon R VXi (O),90 Nm @ 3500 rpm,First,450000,2–5L,PR2,10.47,5,Individual,Manual,MAN,1475,2018
7,White,FWD,998 cc,35,Petrol,P1E1T1,1560,50–100k,71000,G3,3600,Ludhiana,Maruti Suzuki,67 bhp @ 6000 rpm,Celerio ZXi [2017-2019],90 Nm @ 3500 rpm,First,445000,2–5L,PR2,6.27,5,Individual,Manual,MAN,1600,2018
7,White,RWD,1196 cc,40,Petrol,P1E1T1,1800,0–20k,12768,G1,3675,Ahmedabad,Maruti Suzuki,73 bhp @ 6000 rpm,Eeco 5 STR WITH A/C+HTR [2019-2020],101 Nm @ 3000 rpm,First,422000,2–5L,PR2,33.05,5,Individual,Manual,MAN,1475,2018
7,White,RWD,1196 cc,40,Petrol,P1E1T1,1800,20–50k,32000,G2,3675,Udupi,Maruti Suzuki,73 bhp @ 6000 rpm,Eeco 7 STR [2019-2020],101 Nm @ 3000 rpm,Second,450000,2–5L,PR2,14.06,7,Individual,Manual,MAN,1475,2018
7,White,RWD,1493 cc,44,Diesel,D1I1E1,1880,50–100k,83000,G3,3995,Jalandhar,Mahindra,70 bhp @ 3600 rpm,Bolero Power Plus ZLX [2016-2019],195 Nm @ 1400 rpm,First,850000,5–10L,PR3,10.24,7,Individual,Manual,MAN,1745,2018
7,White,RWD,1950 cc,66,Diesel,D1I1E1,1442,20–50k,24000,G2,4686,Hyderabad,Mercedes-Benz,192 bhp @ 3800 rpm,C-Class C 220d Progressive [2018-2019],400 Nm @ 1600 rpm,First,4250000,25–50L,PR6,177.08,5,Individual,Automatic,AUT,1810,2018
7,White,RWD,1950 cc,80,Diesel,D1I1E1,1494,50–100k,51529,G3,5063,Bangalore,Mercedes-Benz,192 bhp @ 3800 rpm,E-Class E 220d Expression [2019-2019],400 Nm @ 1600 rpm,First,4775000,25–50L,PR6,92.67,5,Individual,Automatic,AUT,1860,2018
7,White,RWD,1950 cc,66,Diesel,D1I1E1,1442,50–100k,68000,G3,4686,Hyderabad,Mercedes-Benz,192 bhp @ 3800 rpm,C-Class C 220d Progressive [2018-2019],400 Nm @ 1600 rpm,First,3400000,25–50L,PR6,50.00,5,Individual,Automatic,AUT,1810,2018
7,White,RWD,1995 cc,63,Diesel,D1I1E1,1545,20–50k,34000,G2,4454,Delhi,BMW,184 bhp @ 4000 rpm,X1 sDrive20d xLine,350 Nm @ 1750 rpm,First,2990000,25–50L,PR6,87.94,5,Corporate,Automatic,AUT,2044,2018
7,White,RWD,1995 cc,57,Diesel,D1I1E1,1429,50–100k,75000,G3,4633,Coimbatore,BMW,188 bhp @ 4000 rpm,3-Series 320d Luxury Line,400 Nm @ 1750 rpm,First,2950000,25–50L,PR6,39.33,5,Individual,Automatic,AUT,1811,2018
7,White,RWD,1995 cc,65,Diesel,D1I1E1,1479,50–100k,60474,G3,4936,Coimbatore,BMW,188 bhp @ 4000 rpm,5-Series 520d Luxury Line [2017-2019],400 Nm @ 1750 rpm,First,4290000,25–50L,PR6,70.94,5,Individual,Automatic,AUT,1868,2018
7,White,RWD,1999 cc,56,Diesel,D1I1E1,1416,20–50k,45000,G2,4795,Dehradun,Jaguar,177 bhp @ 4000 rpm,XE Prestige Diesel,430 Nm @ 1750 rpm,First,2850000,25–50L,PR6,63.33,5,Individual,Automatic,AUT,1967,2018
7,White,RWD,2179 cc,60,Diesel,D1I1E1,1791,20–50k,38000,G2,4788,Mumbai,Tata,148 bhp @ 4000 rpm,Hexa XE 4x2 7 STR,320 Nm @ 1700 rpm,First,1000000,5–10L,PR3,26.32,7,Individual,Manual,MAN,1903,2018
7,White,RWD,2179 cc,60,Diesel,D1I1E1,1995,20–50k,32000,G2,4456,Patna,Mahindra,120 bhp @ 4000 rpm,Scorpio S5 2WD 7 STR,280 Nm @ 1800 rpm,First,1165000,10–15L,PR4,36.41,7,Individual,Manual,MAN,1820,2018
7,White,RWD,2179 cc,60,Diesel,D1I1E1,1995,50–100k,59000,G3,4456,Patna,Mahindra,120 bhp @ 4000 rpm,Scorpio S5 2WD 7 STR,280 Nm @ 1800 rpm,First,1190000,10–15L,PR4,20.17,7,Individual,Manual,MAN,1820,2018
7,White,RWD,2179 cc,60,Diesel,D1I1E1,1791,50–100k,65000,G3,4788,Patna,Tata,154 bhp @ 4000 rpm,Hexa XM 4x2 7 STR,400 Nm @ 1700 rpm,First,850000,5–10L,PR3,13.08,7,Individual,Manual,MAN,1903,2018
7,White,RWD,2393 cc,55,Diesel,D1I1E1,1795,20–50k,35123,G2,4735,Patna,Toyota,148 bhp @ 3400 rpm,Innova 2.4 VX 8 STR [2016-2020],343 Nm @ 1400 rpm,First,1995000,15–25L,PR5,56.80,8,Individual,Manual,MAN,1830,2018
7,White,RWD,2755 cc,80,Diesel,D1I1E1,1835,0–20k,7800,G1,4795,Mumbai,Toyota,174 bhp @ 3400 rpm,Fortuner 2.8 4x2 AT [2016-2020],450 Nm @ 1600 rpm,First,3600000,25–50L,PR6,461.54,7,Individual,Automatic,AUT,1855,2018
7,White,RWD,2755 cc,80,Diesel,D1I1E1,1835,150k+,173000,G5,4795,Bangalore,Toyota,174 bhp @ 3400 rpm,Fortuner 2.8 4x2 MT [2016-2020],420 Nm @ 1600 rpm,First,3250000,25–50L,PR6,18.79,7,Individual,Manual,MAN,1855,2018
7,White,RWD,2755 cc,80,Diesel,D1I1E1,1835,20–50k,37000,G2,4795,Delhi,Toyota,174 bhp @ 3400 rpm,Fortuner 2.8 4x2 AT [2016-2020],450 Nm @ 1600 rpm,First,3210000,25–50L,PR6,86.76,7,Individual,Automatic,AUT,1855,2018
7,White,RWD,2755 cc,80,Diesel,D1I1E1,1835,20–50k,25000,G2,4795,Noida,Toyota,174 bhp @ 3400 rpm,Fortuner 2.8 4x2 AT [2016-2020],450 Nm @ 1600 rpm,First,3350000,25–50L,PR6,134.00,7,Individual,Automatic,AUT,1855,2018
7,White,RWD,2755 cc,80,Diesel,D1I1E1,1835,50–100k,51000,G3,4795,Mumbai,Toyota,174 bhp @ 3400 rpm,Fortuner 2.8 4x2 AT [2016-2020],450 Nm @ 1600 rpm,First,3290000,25–50L,PR6,64.51,7,Individual,Automatic,AUT,1855,2018
7,White,RWD,2993 cc,65,Diesel,D1I1E1,1464,20–50k,40937,G2,4899,Chennai,BMW,258 bhp @ 4000 rpm,5-Series 530d M Sport [2013-2017],560 Nm @ 1500 rpm,First,5600000,50L+,PR7,136.80,5,Individual,Automatic,AUT,2094,2018
7,White,RWD,2999 cc,65,Diesel,D1I1E1,1840,50–100k,75592,G3,4825,Hyderabad,Isuzu,174 bhp @ 3600 rpm,MU-X 4x2,380 Nm @ 1800 rpm,First,2100000,15–25L,PR5,27.78,7,Individual,Automatic,AUT,1860,2018
7,White,Unknown,1000cc,63,Diesel,D1I1E1,1665,100–150k,103000,G4,4697,Delhi,Skoda,"",Kodiaq Style 2.0 TDI 4x4 AT,"",First,1989999,15–25L,PR5,19.32,7,Individual,Automatic,AUT,1882,2018
7,White,Unknown,1000cc,63,Diesel,D1I1E1,1665,20–50k,35000,G2,4697,Pune,Skoda,"",Kodiaq Style 2.0 TDI 4x4 AT,"",First,3200000,25–50L,PR6,91.43,7,Individual,Automatic,AUT,1882,2018
7,White,Unknown,1000cc,44,Diesel,D1I1E1,1562,50–100k,66000,G3,4050,Chennai,Audi,"",Q5 35 TDI Premium Plus,"",First,4000000,25–50L,PR6,60.61,4,Individual,Automatic,AUT,1710,2018
7,White,Unknown,1000cc,44,Diesel,D1I1E1,1562,50–100k,83400,G3,4050,Hyderabad,Mercedes-Benz,"",GLC 220 d Sport,"",Second,3900000,25–50L,PR6,46.76,4,Individual,Automatic,AUT,1710,2018
7,White,Unknown,1000cc,32,Petrol,P1E1T1,1675,20–50k,50000,G2,3655,Bhubaneswar,Maruti Suzuki,"",Wagon R VXi 1.0 [2019-2019],"",UnRegistered Car,420000,2–5L,PR2,8.40,5,Individual,Manual,MAN,1620,2018
7,White,Unknown,1000cc,32,Petrol,P1E1T1,1675,20–50k,40000,G2,3655,Kanpur,Maruti Suzuki,"",Wagon R VXi 1.0 [2019-2019],"",First,440000,2–5L,PR2,11.00,5,Individual,Manual,MAN,1620,2018
7,Yellow,RWD,1988 cc,54,Petrol,P1E1T1,1281,0–20k,20000,G1,4379,Delhi,Porsche,295 bhp @ 6500 rpm,718 Boxster,380 Nm @ 2150 rpm,First,9500000,50L+,PR7,475.00,2,Individual,Automatic,AUT,1801,2018
7,Yellow,RWD,4951 cc,61,Petrol,P1E1T1,1391,20–50k,23000,G2,4784,Chennai,Ford,396 bhp @ 6500 rpm,Mustang GT Fastback 5.0L v8,515 Nm @ 4250 rpm,First,7990000,50L+,PR7,347.39,4,Individual,Automatic,AUT,2080,2018
8,Black,AWD,2143 cc,66,Diesel,D1I1E1,1639,20–50k,45600,G2,4656,Mumbai,Mercedes-Benz,168 bhp @ 3000 rpm,GLC 220 d Progressive,400 Nm @ 1400 rpm,Second,3850000,25–50L,PR6,84.43,5,Individual,Automatic,AUT,1890,2017
8,Black,AWD,2143 cc,186,Diesel,D1I1E1,3592,50–100k,175000,G3,9638,Ludhiana,Mercedes-Benz,201 bhp @ 3800 rpm,GLE 250 d,500 Nm @ 1600 rpm,First,8390000,25–50L,PR6,95.97,10,Individual,Automatic,AUT,4282,2017
8,Black,AWD,2993 cc,44,Diesel,D1I1E1,1762,20–50k,35000,G2,4886,Delhi,BMW,258 bhp @ 4000 rpm,X5 xDrive 30d Expedition,560 Nm @ 1500 rpm,First,4800000,25–50L,PR6,137.14,7,Individual,Automatic,AUT,1938,2017
8,Black,AWD,2996 cc,100,Petrol,P1E1T1,1850,50–100k,80000,G3,5130,Delhi,Mercedes-Benz,329 bhp @ 5250 rpm,GLS 400 4MATIC,480 Nm @ 1600 rpm,First,5950000,50L+,PR7,74.38,5,Individual,Automatic,AUT,1934,2017
8,Black,FWD,1498 cc,50,Petrol,P1E1T1,1695,20–50k,48000,G2,4315,Mumbai,Renault,105 bhp @ 5600 rpm,Duster RXL Petrol,142 Nm @ 4000 rpm,First,600000,5–10L,PR3,12.50,5,Individual,Manual,MAN,1822,2017
8,Black,FWD,1798 cc,75,Petrol,P1E1T1,1455,50–100k,58000,G3,4933,Delhi,Audi,190 bhp @ 4200 rpm,A6 35 TFSI Matrix,320 Nm @ 1400 rpm,First,2850000,25–50L,PR6,49.14,5,Individual,Automatic,AUT,1874,2017
8,Black,FWD,1798 cc,66,Petrol,P1E1T1,1483,50–100k,52458,G3,4861,Mumbai,Skoda,177 bhp @ 5100 rpm,Superb Style TSI AT,250 Nm @ 1250 rpm,First,1650000,15–25L,PR5,31.45,5,Individual,Automatic,AUT,1864,2017
8,Black,FWD,1956 cc,60,Diesel,D1I1E1,1640,50–100k,71800,G3,4395,Lucknow,Jeep,171 bhp @ 3750 rpm,Compass Limited (O) 2.0 Diesel [2017-2020],350 Nm @ 1750 rpm,First,1050000,10–15L,PR4,14.62,5,Individual,Manual,MAN,1818,2017
8,Black,FWD,2179 cc,70,Diesel,D1I1E1,1785,20–50k,41470,G2,4585,Delhi,Mahindra,138 bhp @ 3750 rpm,XUV500 W10 AT,330 Nm @ 1600 rpm,First,1190000,10–15L,PR4,28.70,7,Individual,Automatic,AUT,1890,2017
8,Black,RWD,1493 cc,60,Diesel,D1I1E1,1839,50–100k,69000,G3,3995,Delhi,Mahindra,100 bhp @ 3750 rpm,TUV300 T8 AMT mHAWK100,240 Nm @ 1600 rpm,First,615000,5–10L,PR3,8.91,7,Individual,Automatic,AUT,1835,2017
